Record Number,Fiscal Year,Department Name,Sub-Unit of Department,EEO Category Name,Reason,Employee Status,Pay Plan,Pay Grade,Classification Title,Separation Date,Pay Period End Date,Current Fiscal Year
28054,2021,"Commerce, Department of",Insurance Division,Official/Administrator,Retirement,Permanent (Nonmerit),000,43(-2),PUBLIC SERVICE EXECUTIVE,06/10/2021,06/10/2021,false
28053,2021,"Commerce, Department of",Insurance Division,Official/Administrator,Voluntary Resignation,Permanent (Nonmerit),014,33,INSURANCE COMPANY EXAMINER SPECIALIST,06/10/2021,06/10/2021,false
28055,2021,"Corrections, Department of",Central Office,Official/Administrator,Retirement,Permanent (Nonmerit),000,43,DEPUTY CORRECTIONS PROGRAM ADMIN,06/10/2021,06/10/2021,false
28056,2021,"Corrections, Department of",Fort Madison,Skilled Craft,Retirement,Permanent (Merit),014,25+13.5%,ELECTRICIAN,06/10/2021,06/10/2021,false
28057,2021,"Education, Department of",Vocational Rehabilitation,Administrative Support,Voluntary Resignation,Permanent (Merit),014,20,SECRETARY 2,06/10/2021,06/10/2021,false
28058,2021,"Human Services, Department of",Glenwood,Administrative Support,Retirement,Permanent (Merit),014,23,PSYCHOLOGY ASSISTANT,06/10/2021,06/10/2021,false
28060,2021,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/10/2021,06/10/2021,false
28059,2021,"Human Services, Department of",Woodward,Service/Maintenance,Disability/Medical,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/10/2021,06/10/2021,false
28061,2021,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/10/2021,06/10/2021,false
28062,2021,"State Public Defender, Office of",,Professional,Voluntary Resignation,Permanent (Nonmerit),014,29,PUBLIC DEFENDER 1,06/10/2021,06/10/2021,false
28065,2021,"Public Safety, Department of",,Administrative Support,Voluntary Resignation,Permanent (Merit),014,20,COMMUNICATIONS CENTER SPECIALIST 1,06/10/2021,06/10/2021,false
28066,2021,Treasurer of State,,Official/Administrator,Retirement,Permanent (Nonmerit),000,43(-2),STATE TREASURER DEPUTY,06/10/2021,06/10/2021,false
28067,2021,Iowa Veterans Home,,Professional,Voluntary Resignation,Permanent (Merit),014,27,SPEECH/LANGUAGE PATHOLOGIST 1,06/10/2021,06/10/2021,false
28068,2021,"Commerce, Department of",Utilities Division,Official/Administrator,Voluntary Resignation,Permanent (Merit),014,33,SENIOR UTILITY ANALYST,06/11/2021,06/24/2021,false
28071,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/11/2021,06/24/2021,false
28069,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,06/11/2021,06/24/2021,false
28070,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,06/11/2021,06/24/2021,false
28072,2021,"Corrections, Department of",Clarinda,Administrative Support,Retirement,Permanent (Merit),014,14,RECEPTIONIST,06/11/2021,06/24/2021,false
28073,2021,"Corrections, Department of",Clarinda,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/11/2021,06/24/2021,false
28074,2021,Iowa Workforce Development,,Professional,Voluntary Resignation,Permanent (Merit),014,26,BUSINESS MARKETING SPECIALIST WORKFORCE DEV,06/11/2021,06/24/2021,false
28075,2021,"Human Services, Department of",General Administration,Professional,Voluntary Resignation,Permanent (Merit),014,29,INFORMATION TECHNOLOGY SPECIALIST 3,06/11/2021,06/24/2021,false
28076,2021,"Human Services, Department of",Eldora Training School,Professional,Voluntary Resignation,Permanent (Merit),014,19,YOUTH SERVICES WORKER,06/11/2021,06/24/2021,false
28077,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Retirement,Permanent (Merit),014,22,RESIDENT TREATMENT TECHNICIAN,06/11/2021,06/24/2021,false
28080,2021,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/11/2021,06/24/2021,false
28079,2021,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/11/2021,06/24/2021,false
28081,2021,"Corrections, Department of",Fort Dodge,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,06/13/2021,06/24/2021,false
28082,2021,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,06/14/2021,06/24/2021,false
28084,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/14/2021,06/24/2021,false
28083,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,06/14/2021,06/24/2021,false
28085,2021,"Human Services, Department of",Field Operations,Administrative Support,Voluntary Resignation,Permanent (Merit),009,24,INCOME MAINTENANCE WORKER 2,06/14/2021,06/24/2021,false
28086,2021,"Human Services, Department of",Woodward,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,06/14/2021,06/24/2021,false
28088,2021,"Commerce, Department of",Utilities Division,Official/Administrator,Voluntary Resignation,Permanent (Merit),014,28,UTILITIES REGULATION INSPECTOR,06/15/2021,06/24/2021,false
28089,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/15/2021,06/24/2021,false
28090,2021,"State Public Defender, Office of",,Administrative Support,Voluntary Resignation,Permanent (Merit),014,17,SECRETARY 1,06/15/2021,06/24/2021,false
28091,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Involuntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/16/2021,06/24/2021,false
28092,2021,Iowa Communications Network,,Professional,Voluntary Resignation,Probationary (Merit),014,34(-6),TELECOMMUNICATIONS SPECIALIST SENIOR,06/16/2021,06/24/2021,false
28093,2021,"Human Services, Department of",Field Operations,Professional,Involuntary Dismissal,Probationary (Merit),009,25,SOCIAL WORKER 2,06/16/2021,06/24/2021,false
28094,2021,Agriculture and Land Stewardship,,Administrative Support,Voluntary Resignation,Probationary (Merit),014,20,SECRETARY 2,06/17/2021,06/24/2021,false
28095,2021,Agriculture and Land Stewardship,,Official/Administrator,Involuntary Dismissal,Probationary (Merit),014,21,MEAT INSPECTOR,06/17/2021,06/24/2021,false
28096,2021,"Corrections, Department of",Mitchellville,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/17/2021,06/24/2021,false
28097,2021,Iowa Workforce Development,,Administrative Support,Disability/Medical,Permanent (Merit),014,19,WORD PROCESSOR 3,06/17/2021,06/24/2021,false
28098,2021,"Human Services, Department of",Eldora Training School,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,14,COOK 1,06/17/2021,06/24/2021,false
28099,2021,"Revenue, Department of",,Official/Administrator,Involuntary Dismissal,Permanent (Merit),014,29,TAXPAYER SERVICE SPECIALIST,06/17/2021,06/24/2021,false
28101,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Involuntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/18/2021,06/24/2021,false
28100,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Involuntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/18/2021,06/24/2021,false
28102,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Involuntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/18/2021,06/24/2021,false
28103,2021,"Corrections, Department of",Newton,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/18/2021,06/24/2021,false
28104,2021,"Education, Department of",,Professional,Voluntary Resignation,Permanent (Merit),013,32,EDUCATION PROGRAM CONSULTANT,06/18/2021,06/24/2021,false
28105,2021,"Education, Department of",Vocational Rehabilitation,Technician,Voluntary Resignation,Permanent (Merit),014,18,REHABILITATION ASSISTANT,06/18/2021,06/24/2021,false
28106,2021,Iowa Workforce Development,,Professional,Retirement,Permanent (Merit),014,38,ADMINISTRATIVE LAW JUDGE 2,06/18/2021,06/24/2021,false
28107,2021,"Human Services, Department of",Field Operations,Administrative Support,Voluntary Resignation,Permanent (Merit),009,24,INCOME MAINTENANCE WORKER 2,06/18/2021,06/24/2021,false
28108,2021,"Human Services, Department of",Cherokee,Technician,Retirement,Permanent (Merit),014,26,LICENSED PRACTICAL NURSE,06/18/2021,06/24/2021,false
28109,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,06/18/2021,06/24/2021,false
28110,2021,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,14,COOK 1,06/18/2021,06/24/2021,false
28112,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/19/2021,06/24/2021,false
28113,2021,"Human Services, Department of",Independence,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,06/19/2021,06/24/2021,false
28114,2021,"Corrections, Department of",Newton,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/20/2021,06/24/2021,false
28115,2021,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/20/2021,06/24/2021,false
28116,2021,"Corrections, Department of",Clarinda,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,06/21/2021,06/24/2021,false
28117,2021,"Education, Department of",,Professional,Retirement,Permanent (Merit),014,32,INFORMATION TECHNOLOGY SPECIALIST 4,06/21/2021,06/24/2021,false
28118,2021,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Permanent (Merit),009,25,SOCIAL WORKER 2,06/21/2021,06/24/2021,false
28120,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/21/2021,06/24/2021,false
28119,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/21/2021,06/24/2021,false
28121,2021,"Human Services, Department of",Woodward,Skilled Craft,Retirement,Permanent (Merit),014,20+13.5%,LOCKSMITH,06/21/2021,06/24/2021,false
28124,2021,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,06/22/2021,06/24/2021,false
28125,2021,"Human Services, Department of",Cherokee CCUSO,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,23,PSYCHIATRIC SECURITY SPECIALIST,06/23/2021,06/24/2021,false
28126,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,06/23/2021,06/24/2021,false
28127,2021,"Revenue, Department of",,Professional,Retirement,Permanent (Merit),014,27,REVENUE AUDITOR 2,06/23/2021,06/24/2021,false
28129,2021,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/23/2021,06/24/2021,false
28130,2021,Iowa Veterans Home,,Administrative Support,Voluntary Resignation,Permanent (Merit),014,14,RECEPTIONIST,06/23/2021,06/24/2021,false
28128,2021,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/23/2021,06/24/2021,false
28132,2021,"Corrections, Department of",Fort Madison,Professional,Voluntary Resignation,Permanent (Merit),014,30,REGISTERED NURSE,06/24/2021,06/24/2021,false
28131,2021,"Corrections, Department of",Fort Madison,Professional,Voluntary Resignation,Permanent (Merit),009,28,CHAPLAIN,06/24/2021,06/24/2021,false
28133,2021,"Corrections, Department of",Anamosa,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/24/2021,06/24/2021,false
28135,2021,"Corrections, Department of",Newton,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/24/2021,06/24/2021,false
28134,2021,"Corrections, Department of",Newton,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/24/2021,06/24/2021,false
28136,2021,"Corrections, Department of",Clarinda,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/24/2021,06/24/2021,false
28137,2021,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Probationary (Merit),009,25,SOCIAL WORKER 2,06/24/2021,06/24/2021,false
28138,2021,"Human Services, Department of",Field Operations,Administrative Support,Voluntary Resignation,Permanent (Merit),009,24,INCOME MAINTENANCE WORKER 2,06/24/2021,06/24/2021,false
28139,2021,"Human Services, Department of",Field Operations,Administrative Support,Retirement,Permanent (Merit),014,24,ADMINISTRATIVE ASSISTANT 2,06/24/2021,06/24/2021,false
28140,2021,"Human Services, Department of",Eldora Training School,Professional,Voluntary Resignation,Permanent (Merit),014,19,YOUTH SERVICES WORKER,06/24/2021,06/24/2021,false
28141,2021,"Human Services, Department of",Cherokee CCUSO,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,23,PSYCHIATRIC SECURITY SPECIALIST,06/24/2021,06/24/2021,false
28142,2021,"Human Services, Department of",Independence,Professional,Voluntary Resignation,Permanent (Merit),014,30,REGISTERED NURSE,06/24/2021,06/24/2021,false
28143,2021,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/24/2021,06/24/2021,false
28144,2021,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,06/24/2021,06/24/2021,false
28148,2021,"Natural Resources, Department of",,Professional,Retirement,Permanent (Merit),009,30,ENVIRONMENTAL SPECIALIST SENIOR,06/24/2021,06/24/2021,false
28151,2021,"Public Defense, Department of",,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,21,AIR BASE SECURITY OFFICER,06/24/2021,06/24/2021,false
28152,2021,"Public Defense, Department of",,Official/Administrator,Voluntary Resignation,Permanent (Merit),014,29,EXECUTIVE OFFICER 1,06/24/2021,06/24/2021,false
28149,2021,"Public Defense, Department of",,Professional,Voluntary Resignation,Permanent (Merit),014,30,ACCOUNTANT 3,06/24/2021,06/24/2021,false
28150,2021,"Public Defense, Department of",,Administrative Support,Retirement,Permanent (Merit),014,18,CLERK SPECIALIST,06/24/2021,06/24/2021,false
28153,2021,"Public Health, Department of",,Administrative Support,Retirement,Permanent (Merit),014,14,CLERK ADVANCED,06/24/2021,06/24/2021,false
28154,2021,Iowa Veterans Home,,Professional,Retirement,Permanent (Merit),014,30,REGISTERED NURSE,06/24/2021,06/24/2021,false
28155,2021,Iowa Veterans Home,,Technician,Voluntary Resignation,Probationary (Merit),014,26,LICENSED PRACTICAL NURSE,06/24/2021,06/24/2021,false
28156,2021,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,10,RESIDENT AIDE,06/24/2021,06/24/2021,false
28157,2022,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,06/25/2021,07/08/2021,true
28158,2022,"Corrections, Department of",Oakdale,Protective Services - Sworn,Retirement,Permanent (Merit),000,29(-2),CORRECTIONAL SUPERVISOR,06/25/2021,07/08/2021,true
28159,2022,"Corrections, Department of",Newton,Professional,Involuntary Resignation,Permanent (Merit),014,30,REGISTERED NURSE,06/25/2021,07/08/2021,true
28160,2022,Iowa Finance Authority,,Official/Administrator,Retirement,Permanent (Nonmerit),014,38,EXECUTIVE OFFICER 4,06/25/2021,07/08/2021,true
28161,2022,College Student Aid Commission,,Administrative Support,Voluntary Resignation,Probationary (Merit),014,24,ADMINISTRATIVE ASSISTANT 2,06/25/2021,07/08/2021,true
28163,2022,"Education, Department of",Iowa Public Television,Technician,Retirement,Permanent (Nonmerit),014,30,TRANSMITTER ENGINEER ADVANCED,06/25/2021,07/08/2021,true
28162,2022,"Education, Department of",Iowa Public Television,Professional,Voluntary Resignation,Permanent (Nonmerit),000,33,PRODUCTION MANAGER,06/25/2021,07/08/2021,true
28164,2022,Iowa Workforce Development,,Professional,Retirement,Permanent (Merit),014,32,INFORMATION TECHNOLOGY SPECIALIST 4,06/25/2021,07/08/2021,true
28165,2022,Governor/Lt. Governor's Office,,,Voluntary Resignation,Permanent (Nonmerit),,,,06/25/2021,07/08/2021,true
28166,2022,"Human Services, Department of",General Administration,Professional,Retirement,Permanent (Merit),014,29,PROGRAM PLANNER 3,06/25/2021,07/08/2021,true
28167,2022,"Human Services, Department of",Eldora Training School,Professional,Voluntary Resignation,Permanent (Merit),014,19,YOUTH SERVICES WORKER,06/25/2021,07/08/2021,true
28168,2022,"Human Services, Department of",Cherokee,Professional,Retirement,Permanent (Merit),000,33,NURSE SUPERVISOR,06/25/2021,07/08/2021,true
