Record Number,Fiscal Year,Department Name,Sub-Unit of Department,Reason,Employee Status,Pay Plan,Pay Grade,Classification Title,Separation Date,Pay Period End Date,Current Fiscal Year,Separation Year,Recent Layoff,Voluntary/Involuntary,Employee Status Encoded,EEO_EEO Category Name_Administrative Support,EEO_EEO Category Name_Official/Administrator,EEO_EEO Category Name_Professional,EEO_EEO Category Name_Protective Services - Sworn,EEO_EEO Category Name_Service/Maintenance,EEO_EEO Category Name_Skilled Craft,EEO_EEO Category Name_Technician,EEO_EEO Category Name_nan
26760,2021,"Commerce, Department of",Insurance Division,Involuntary Dismissal,Permanent (Merit),014,29.0,COMPLIANCE OFFICER 1,2020-10-02,2020-10-15,False,2020,True,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26759,2021,"Commerce, Department of",Insurance Division,Involuntary Dismissal,Permanent (Nonmerit),014,30.0,INSURANCE COMPANY EXAMINER SENIOR,2020-10-02,2020-10-15,False,2020,True,Involuntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26758,2021,"Commerce, Department of",Insurance Division,Involuntary Dismissal,Probationary (Nonmerit),014,27.0,INSURANCE COMPANY EXAMINER,2020-10-02,2020-10-15,False,2020,True,Involuntary,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26762,2021,"Corrections, Department of",Fort Madison,Retirement,Permanent (Merit),000,31.0,TREATMENT SERVICES DIRECTOR,2020-10-02,2020-10-15,False,2020,True,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26764,2021,"Corrections, Department of",Newton,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-02,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26765,2021,"Corrections, Department of",Mt Pleasant,Disability/Medical,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-02,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26766,2021,Iowa Workforce Development,Field Operations,Retirement,Permanent (Merit),014,18.0,CLERK SPECIALIST,2020-10-02,2020-10-15,False,2020,True,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26769,2021,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,27.0,SOCIAL WORKER 3,2020-10-02,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26767,2021,"Human Services, Department of",Field Operations,Involuntary Dismissal,Probationary (Merit),009,27.0,SOCIAL WORKER 3,2020-10-02,2020-10-15,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26768,2021,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,14.0,CLERK ADVANCED,2020-10-02,2020-10-15,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26770,2021,"Human Services, Department of",Eldora Training School,Retirement,Permanent (Merit),014,19.0,YOUTH SERVICES WORKER,2020-10-02,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26772,2021,"Public Safety, Department of",Field Operations,Retirement,Permanent (Nonmerit),000,33.0,SERGEANT,2020-10-02,2020-10-15,False,2020,True,Voluntary,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26771,2021,"Public Safety, Department of",Field Operations,Retirement,Permanent (Nonmerit),007,79.0,TROOPER 3,2020-10-02,2020-10-15,False,2020,True,Voluntary,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26774,2021,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-02,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26773,2021,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,15.0,TYPIST ADVANCED,2020-10-02,2020-10-15,False,2020,True,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26775,2021,"Human Services, Department of",Woodward,Death,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-03,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26776,2021,"Corrections, Department of",Fort Madison,Involuntary Resignation,Permanent (Merit),014,30.0,REGISTERED NURSE,2020-10-05,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26777,2021,"Corrections, Department of",Fort Madison,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-05,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26778,2021,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2020-10-05,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26779,2021,"Inspections & Appeals, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,31.0,HEALTH FACILITIES SURVEYOR,2020-10-05,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26780,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-05,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26781,2021,"Corrections, Department of",Fort Madison,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-06,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26782,2021,"Corrections, Department of",Fort Madison,Voluntary Resignation,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-07,2020-10-15,False,2020,True,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26783,2021,"Corrections, Department of",Oakdale,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-07,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26784,2021,"Corrections, Department of",Mitchellville,Voluntary Resignation,Probationary (Merit),014,15.0,MAIL CLERK 2,2020-10-07,2020-10-15,False,2020,True,Involuntary,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26785,2021,"Corrections, Department of",Anamosa,Voluntary Resignation,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-08,2020-10-15,False,2020,True,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26786,2021,"Human Services, Department of",Field Operations,Involuntary Dismissal,Probationary (Merit),014,18.0,CLERK SPECIALIST,2020-10-08,2020-10-15,False,2020,True,Involuntary,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26787,2021,"Human Services, Department of",Cherokee CCUSO,Retirement,Permanent (Merit),014,36.0,NURSE PRACTITIONER,2020-10-08,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26788,2021,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2020-10-08,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26789,2021,"State Public Defender, Office of",Field Operations,Retirement,Permanent (Nonmerit),014,26.0,INVESTIGATOR 2,2020-10-08,2020-10-15,False,2020,True,Voluntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26790,2021,Iowa Veterans Home,Field Operations,Involuntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-08,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26792,2021,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-08,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26791,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,10.0,RESIDENT AIDE,2020-10-08,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26793,2021,"Administrative Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),000,24.0,HUMAN RESOURCES PROFESSIONAL 2,2020-10-09,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26794,2021,"Corrections, Department of",Newton,Retirement,Permanent (Merit),014,24.0,CORRECTIONAL TRADES LEADER,2020-10-09,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26795,2021,Iowa Workforce Development,Field Operations,Voluntary Resignation,Permanent (Merit),013,24.0,TRAINING SPECIALIST 1,2020-10-09,2020-10-15,False,2020,True,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26796,2021,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,18.0,CLERK SPECIALIST,2020-10-09,2020-10-15,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26797,2021,"Human Services, Department of",Glenwood,Retirement,Permanent (Merit),014,30.0,PSYCHOLOGIST 2,2020-10-09,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26798,2021,"State Public Defender, Office of",Field Operations,Retirement,Permanent (Nonmerit),014,34.0,PUBLIC DEFENDER 2,2020-10-09,2020-10-15,False,2020,True,Voluntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26799,2021,"Public Defense, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,23.0,AIRPORT FIREFIGHTER,2020-10-09,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26800,2021,"Public Safety, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,22.0,COMMUNICATIONS CENTER SPECIALIST 2,2020-10-09,2020-10-15,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26801,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2020-10-09,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26802,2021,"Corrections, Department of",Oakdale,Abandoned Job,Permanent (Merit),014,30.0,REGISTERED NURSE,2020-10-12,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26803,2021,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,19.0,ACTIVITIES ASSISTANT,2020-10-12,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26804,2021,"Corrections, Department of",Mitchellville,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-13,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26805,2021,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,27.0,SOCIAL WORKER 3,2020-10-13,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26806,2021,"Human Services, Department of",Field Operations,Voluntary Resignation,Probationary (Merit),014,14.0,CLERK ADVANCED,2020-10-13,2020-10-15,False,2020,True,Involuntary,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26807,2021,"Human Services, Department of",Woodward,Involuntary Dismissal,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-13,2020-10-15,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26809,2021,"Revenue, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,25.0,REVENUE EXAMINER 2,2020-10-13,2020-10-15,False,2020,True,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26812,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-13,2020-10-15,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26811,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-13,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26810,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,17.0,ACCOUNTING CLERK 2,2020-10-13,2020-10-15,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26813,2021,"Corrections, Department of",Clarinda,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-14,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26814,2021,Iowa Veterans Home,Field Operations,Involuntary Dismissal,Permanent (Merit),000,35.0,NURSING SERVICES DIRECTOR,2020-10-14,2020-10-15,False,2020,True,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26815,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,30.0,REGISTERED NURSE,2020-10-14,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26817,2021,Attorney General,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,39.0,ASSISTANT ATTORNEY GENERAL 3,2020-10-15,2020-10-15,False,2020,True,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26818,2021,"Corrections, Department of",Fort Madison,Voluntary Resignation,Permanent (Merit),014,19.0,STOREKEEPER 3,2020-10-15,2020-10-15,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26819,2021,"Corrections, Department of",Oakdale,Involuntary Dismissal,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-15,2020-10-15,False,2020,True,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26820,2021,"Corrections, Department of",Fort Dodge,Retirement,Permanent (Merit),014,24.0,POWER PLANT ENGINEER 4,2020-10-15,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26821,2021,Economic Development Authority,Field Operations,Retirement,Permanent (Merit),014,14.0,TOURISM GUIDE,2020-10-15,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26822,2021,"Education, Department of",Iowa Public Television,Voluntary Resignation,Permanent (Nonmerit),014,29.0,PROGRAM PLANNER 3,2020-10-15,2020-10-15,False,2020,True,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26823,2021,Iowa Workforce Development,Field Operations,Voluntary Resignation,Permanent (Merit),014,24.0,WORKFORCE ADVISOR,2020-10-15,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26825,2021,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2020-10-15,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26824,2021,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,24.0,INCOME MAINTENANCE WORKER 2,2020-10-15,2020-10-15,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26827,2021,"Public Defense, Department of",Field Operations,Retirement,Permanent (Merit),014,24.0,HVAC TECHNICIAN,2020-10-15,2020-10-15,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26826,2021,"Public Defense, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,23.0,AIRPORT FIREFIGHTER,2020-10-15,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26828,2021,"Revenue, Department of",Field Operations,Voluntary Resignation,Probationary (Merit),014,26.0,MANAGEMENT ANALYST 2,2020-10-15,2020-10-15,False,2020,True,Involuntary,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26829,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2020-10-15,2020-10-15,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26830,2021,"Commerce, Department of",Alcoholic Beverages,Voluntary Resignation,Permanent (Merit),014,23.0,ACCOUNTING TECHNICIAN 3,2020-10-16,2020-10-29,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26831,2021,"Commerce, Department of",Utilities Division,Disability/Medical,Permanent (Merit),014,33.0,SENIOR UTILITY ANALYST,2020-10-16,2020-10-29,False,2020,True,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26832,2021,"Corrections, Department of",Anamosa,Retirement,Permanent (Merit),000,24.0,HUMAN RESOURCES ASSOCIATE,2020-10-16,2020-10-29,False,2020,True,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26833,2021,Economic Development Authority,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,30.0,ECONOMIC DEVELOPMENT SPECIALIST 2,2020-10-16,2020-10-29,False,2020,True,Involuntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26834,2021,Iowa Workforce Development,Field Operations,Voluntary Resignation,Permanent (Merit),014,26.0,ACCOUNTANT 2,2020-10-16,2020-10-29,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26835,2021,Iowa Workforce Development,Field Operations,Involuntary Dismissal,Probationary (Merit),014,24.0,WORKFORCE ADVISOR,2020-10-16,2020-10-29,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26836,2021,"Human Services, Department of",Eldora Training School,Disability/Medical,Permanent (Merit),014,19.0,YOUTH SERVICES WORKER,2020-10-16,2020-10-29,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26837,2021,"Human Services, Department of",Glenwood,Retirement,Permanent (Merit),014,19.0,NURSERY WORKER 2,2020-10-16,2020-10-29,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26838,2021,"Human Services, Department of",Glenwood,Retirement,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-16,2020-10-29,False,2020,True,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26840,2021,"Public Health, Department of",Field Operations,Voluntary Resignation,Probationary (Merit),014,29.0,PROGRAM PLANNER 3,2020-10-16,2020-10-29,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26842,2021,"Public Safety, Department of",Field Operations,Retirement,Permanent (Merit),014,25.0,BUILDING/MANUFACTURED HOUSING INSPECTOR,2020-10-16,2020-10-29,False,2020,True,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26841,2021,"Public Safety, Department of",Field Operations,Retirement,Permanent (Merit),014,35.0,INFORMATION TECHNOLOGY SPECIALIST 5,2020-10-16,2020-10-29,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26843,2021,Iowa Veterans Home,Field Operations,Abandoned Job,Probationary (Merit),014,10.0,RESIDENT AIDE,2020-10-16,2020-10-29,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26844,2021,Agriculture and Land Stewardship,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,35.0,EXECUTIVE OFFICER 3,2020-10-19,2020-10-29,False,2020,True,Involuntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26845,2021,"Human Services, Department of",Field Operations,Involuntary Dismissal,Probationary (Merit),009,24.0,CHILD SUPPORT RECOVERY OFFICER,2020-10-19,2020-10-29,False,2020,True,Involuntary,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26846,2021,Law Enforcement Academy,Field Operations,Involuntary Dismissal,Probationary (Merit),014,17.0,SECRETARY 1,2020-10-19,2020-10-29,False,2020,True,Involuntary,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26847,2021,Homeland Security and Emergency Management,Field Operations,Retirement,Permanent (Merit),014,26.0,PROGRAM PLANNER 2,2020-10-19,2020-10-29,False,2020,True,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26848,2021,"Public Health, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,31.0,NURSE CLINICIAN,2020-10-19,2020-10-29,False,2020,True,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26849,2021,"Public Safety, Department of",Field Operations,Retirement,Permanent (Nonmerit),007,79.0,TROOPER 3,2020-10-19,2020-10-29,False,2020,True,Voluntary,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26850,2021,Iowa Veterans Home,Field Operations,Abandoned Job,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-19,2020-10-29,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26851,2021,"Corrections, Department of",Anamosa,Voluntary Resignation,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-20,2020-10-29,False,2020,True,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26852,2021,"Corrections, Department of",Anamosa,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-20,2020-10-29,False,2020,True,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26853,2021,"Corrections, Department of",Fort Dodge,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-20,2020-10-29,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26854,2021,"Human Services, Department of",Woodward,Disability/Medical,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-20,2020-10-29,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26855,2021,"Human Services, Department of",Field Operations,Involuntary Dismissal,Probationary (Merit),009,25.0,SOCIAL WORKER 2,2020-10-21,2020-10-29,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26856,2021,"Human Services, Department of",Independence,Involuntary Dismissal,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-21,2020-10-29,False,2020,True,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26857,2021,"Human Services, Department of",Woodward,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-21,2020-10-29,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26858,2021,"Corrections, Department of",Fort Madison,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-22,2020-10-29,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26859,2021,"Human Services, Department of",Eldora Training School,Involuntary Dismissal,Probationary (Merit),014,19.0,YOUTH SERVICES WORKER,2020-10-22,2020-10-29,False,2020,True,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26860,2021,"Human Services, Department of",Cherokee,Abandoned Job,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-22,2020-10-29,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26861,2021,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-22,2020-10-29,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26862,2021,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2020-10-22,2020-10-29,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26863,2021,Iowa Veterans Home,Field Operations,Disability/Medical,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-22,2020-10-29,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26864,2021,"Corrections, Department of",Mt Pleasant,Voluntary Resignation,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-23,2020-10-29,False,2020,True,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26865,2021,"Corrections, Department of",Mitchellville,Voluntary Resignation,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2020-10-23,2020-10-29,False,2020,True,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26866,2021,"Human Rights, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,18.0,CLERK SPECIALIST,2020-10-23,2020-10-29,False,2020,True,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26867,2021,"Human Services, Department of",Field Operations,Voluntary Resignation,Probationary (Merit),009,24.0,INCOME MAINTENANCE WORKER 2,2020-10-23,2020-10-29,False,2020,True,Involuntary,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26868,2021,"Public Defense, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),000,24.0,PUBLIC SERVICE SUPERVISOR,2020-10-23,2020-10-29,False,2020,True,Involuntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26869,2021,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2020-10-24,2020-10-29,False,2020,True,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26870,2021,"Public Defense, Department of",Field Operations,Abandoned Job,Permanent (Merit),014,21.0,AIR BASE SECURITY OFFICER,2020-10-24,2020-10-29,False,2020,True,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
